Root Chord,Taper,Sweep,Twist,Wingspan,CL,CD,L_D
16.11111111111111,1.0,20.0,0.0,50.0,0.609984161138,0.05216372494,11.693646530028651
16.11111111111111,1.0,20.0,0.0,70.0,0.701965039441,0.050870211279,13.799137487183621
16.11111111111111,1.0,20.0,0.0,90.0,0.767920644765,0.04976867961,15.429797430484815
16.11111111111111,1.0,20.0,0.0,110.0,0.816147121884,0.048201368707,16.932032093218872
16.11111111111111,1.0,20.0,0.0,130.0,0.851091700443,0.046306546483,18.379511431616947
16.11111111111111,1.0,20.0,0.0,150.0,0.878546035756,0.044553213408,19.71902739563669
16.11111111111111,1.0,30.0,0.0,50.0,0.588017045813,0.048542243502,12.11351193087672
16.11111111111111,1.0,30.0,0.0,70.0,0.669739620668,0.047361651223,14.140968555225493
16.11111111111111,1.0,30.0,0.0,90.0,0.726731128031,0.045760805843,15.88108239449126
16.11111111111111,1.0,30.0,0.0,110.0,0.768767959438,0.044269812695,17.365511906148804
16.11111111111111,1.0,30.0,0.0,130.0,0.798958423073,0.042470199399,18.812212666272817
16.11111111111111,1.0,30.0,0.0,150.0,0.823959343864,0.041097759705,20.048765426105604
17.22222222222222,0.7,0.0,0.0,50.0,0.664275840539,0.056150184957,11.830341094115802
17.22222222222222,0.7,0.0,0.0,70.0,0.766763839287,0.05486411458,13.975689668133526
17.22222222222222,0.7,0.0,0.0,90.0,0.836390870735,0.052547452681,15.916868050911637
17.22222222222222,0.7,0.0,0.0,110.0,0.874525997148,0.047540842602,18.395256568532286
17.22222222222222,0.7,0.0,0.0,130.0,0.913049798748,0.045529902571,20.053849167021095
17.22222222222222,0.7,0.0,0.0,150.0,0.941619559902,0.043511294769,21.64080763169716
17.22222222222222,0.7,10.0,0.0,50.0,0.665134488198,0.057162796658,11.635793332111467
17.22222222222222,0.7,10.0,0.0,70.0,0.767904679413,0.05526895339,13.89396093670085
17.22222222222222,0.7,10.0,0.0,90.0,0.835802504745,0.052712276575,15.855936397582918
17.22222222222222,0.7,10.0,0.0,110.0,0.871598020574,0.047382024914,18.3951197137729
17.22222222222222,0.7,10.0,0.0,130.0,0.908554648731,0.045273620864,20.068080073830608
17.22222222222222,0.7,10.0,0.0,150.0,0.936517973553,0.043211628217,21.672823084795542
17.22222222222222,0.7,20.0,0.0,50.0,0.660879131096,0.056001131132,11.801174685887059
17.22222222222222,0.7,20.0,0.0,70.0,0.755737305237,0.053939289209,14.010887357242039
17.22222222222222,0.7,20.0,0.0,90.0,0.816522437232,0.050732507266,16.094659642008633
17.22222222222222,0.7,20.0,0.0,110.0,0.847159885628,0.045151043398,18.762797531840107
17.22222222222222,0.7,20.0,0.0,130.0,0.881049781977,0.043048313515,20.466534227177146
17.22222222222222,0.7,20.0,0.0,150.0,0.906356314827,0.041109043703,22.04761369238217
17.22222222222222,0.7,30.0,0.0,50.0,0.642761132769,0.05265755399,12.206437330740133
17.22222222222222,0.7,30.0,0.0,70.0,0.725318442164,0.050272850865,14.427636978689172
17.22222222222222,0.7,30.0,0.0,90.0,0.766115764793,0.044550615023,17.196524995165163
17.22222222222222,0.7,30.0,0.0,110.0,0.801711766308,0.04155651122,19.29208547040297
17.22222222222222,0.7,30.0,0.0,130.0,0.831425923044,0.039831708349,20.873468839427105
17.22222222222222,0.7,30.0,0.0,150.0,0.851706177097,0.037648071597,22.62283673421585
17.22222222222222,0.7999999999999999,0.0,0.0,50.0,0.643522770784,0.056406745392,11.40861374489564
17.22222222222222,0.7999999999999999,0.0,0.0,70.0,0.746735087083,0.054999737985,13.577066263236672
17.22222222222222,0.7999999999999999,0.0,0.0,90.0,0.818170153584,0.053031122836,15.428112961405901
17.22222222222222,0.7999999999999999,0.0,0.0,110.0,0.868799549031,0.05075301644,17.118185478849146
17.22222222222222,0.7999999999999999,0.0,0.0,130.0,0.906837429891,0.048533348084,18.68483147549339
17.22222222222222,0.7999999999999999,0.0,0.0,150.0,0.935707792873,0.046352415718,20.18681827859162
17.22222222222222,0.7999999999999999,10.0,0.0,50.0,0.643329866994,0.056564907038,11.373303708637131
17.22222222222222,0.7999999999999999,10.0,0.0,70.0,0.745331598533,0.054755825752,13.611914135105089
17.22222222222222,0.7999999999999999,10.0,0.0,90.0,0.815224148598,0.052679971672,15.475030124803594
17.22222222222222,0.7999999999999999,10.0,0.0,110.0,0.864567930471,0.050479344473,17.127162396758802
17.22222222222222,0.7999999999999999,10.0,0.0,130.0,0.901583170068,0.048316026764,18.66012647256344
17.22222222222222,0.7999999999999999,10.0,0.0,150.0,0.929565145725,0.04617080671,20.133179642357607
17.22222222222222,0.7999999999999999,20.0,0.0,50.0,0.635389720363,0.054491933625,11.660252776779675
17.22222222222222,0.7999999999999999,20.0,0.0,70.0,0.731035109565,0.052961958347,13.80302262947588
17.22222222222222,0.7999999999999999,20.0,0.0,90.0,0.796047628114,0.0510583136,15.590950268165534
17.22222222222222,0.7999999999999999,20.0,0.0,110.0,0.840809515144,0.04861661772,17.294693760609064
